index_finger,thumb_tip,middle_finger,ring_finger,pinky_finger,gesture
283.1887808113123,289.9145902928036,283.8711301854877,283.1632664067081,278.9155355312512,stop
283.28436720050547,289.7887770476642,283.5681433125512,282.82051514362126,278.7422616309669,stop
283.3564680568662,289.8517371797125,283.11278965764814,282.5717153819358,278.65580904530975,stop
282.58015436245415,289.72284719210245,282.8558115389737,282.5494548694797,278.5359071786975,stop
282.06061614368195,289.17147495079774,281.90361454062725,281.3765791744837,277.39145196870413,stop
281.9962893254731,289.10236108230833,282.11632028996183,281.7346411176554,277.2923302879029,stop
283.80038913039516,289.88990347362795,283.8665867989682,283.3065360681136,278.71231650190043,stop
283.06231869552977,290.00748568275617,282.8769212813078,282.6053450088407,278.1798522145259,stop
282.58845705804964,289.97407536005477,282.2639905663968,282.49644815142767,278.05949101541694,stop
281.2740958293662,289.31771111144144,281.0962817405682,280.7897604693983,276.4412256350938,stop
280.1728424617818,288.98527648616977,279.51806031804915,279.73711888891,276.21605369825596,stop
283.90386202071704,290.61191142405244,284.01557598817067,283.360852562264,278.99570079155063,stop
284.0310459092187,291.0097293838822,284.18017533550335,283.70162287795785,279.4857556893751,stop
283.279026818573,290.5588244359948,283.3180457320042,282.12391854825603,277.9908905983772,stop
283.77585569911196,290.06286026779946,283.8118777176115,282.6672855741889,278.2682172972418,stop
283.4087561157058,289.95900968206814,283.4502394803775,283.19297190312784,278.97744031118566,stop
283.8434452103361,290.0110464816705,283.73503748601985,283.17795147773035,278.86717246745866,stop
281.92322117668795,289.7399773344358,281.30914575423367,281.00369765731836,276.3474376482443,stop
282.0903036219082,289.83246075650237,281.44280690840657,281.8054556809411,276.8412423415816,stop
283.58015985855513,290.3170469502833,283.8345650937081,284.056815441041,280.49233475867703,stop
282.0255497025112,290.46671751327017,282.7902106527951,282.73366564488146,278.7203889939601,stop
282.82211033673093,289.6873717309922,282.5907308476986,282.20238447385486,278.53121177307867,stop
283.1134955873426,289.3950625496059,283.02175381774464,282.494249996972,278.73067637378847,stop
282.6368994779599,289.4282768851237,282.18221633383075,282.23876504348533,278.9413966209862,stop
282.8714783367353,289.090413094382,282.3547059897251,281.9332273387717,278.7336934285133,stop
282.7783766731351,288.68185162905866,283.32158173257716,282.84722752161736,279.0766165085326,stop
282.99219239183236,288.87418817011724,283.0456423864289,282.6354748664421,280.0018836861983,stop
283.07039983892076,288.8804917732424,284.16730741097206,284.17563083056257,280.7109466396083,stop
282.4309508179168,288.2710073882124,283.9126154955564,284.35055125793997,281.8002047437873,stop
284.13883891180365,288.58200856255115,285.13649869453604,284.7563174711066,281.50462365280157,stop
282.99768233173813,288.111974261667,284.1672025447409,283.6213359403998,280.32316498664443,stop
283.4214870751246,287.72520803663207,283.7567397735526,283.4088175082228,280.10197547734623,stop
283.26060716913076,287.7961430188691,284.00153376528476,283.35988686839147,280.20164271218346,stop
